id,code,name,breadcrumb,level,parent_code
332,53.02,"Kabupaten Timor Tengah Selatan","Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur",2,53
333,53.03,"Kabupaten Timor Tengah Utara","Kabupaten Timor Tengah Utara, Nusa Tenggara Timur",2,53
334,53.04,"Kabupaten Belu","Kabupaten Belu, Nusa Tenggara Timur",2,53
335,53.05,"Kabupaten Alor","Kabupaten Alor, Nusa Tenggara Timur",2,53
336,53.06,"Kabupaten Flores Timur","Kabupaten Flores Timur, Nusa Tenggara Timur",2,53
337,53.07,"Kabupaten Sikka","Kabupaten Sikka, Nusa Tenggara Timur",2,53
338,53.08,"Kabupaten Ende","Kabupaten Ende, Nusa Tenggara Timur",2,53
339,53.09,"Kabupaten Ngada","Kabupaten Ngada, Nusa Tenggara Timur",2,53
340,53.10,"Kabupaten Manggarai","Kabupaten Manggarai, Nusa Tenggara Timur",2,53
341,53.11,"Kabupaten Sumba Timur","Kabupaten Sumba Timur, Nusa Tenggara Timur",2,53
342,53.12,"Kabupaten Sumba Barat","Kabupaten Sumba Barat, Nusa Tenggara Timur",2,53
343,53.13,"Kabupaten Lembata","Kabupaten Lembata, Nusa Tenggara Timur",2,53
344,53.14,"Kabupaten Rote Ndao","Kabupaten Rote Ndao, Nusa Tenggara Timur",2,53
345,53.15,"Kabupaten Manggarai Barat","Kabupaten Manggarai Barat, Nusa Tenggara Timur",2,53
346,53.16,"Kabupaten Nagekeo","Kabupaten Nagekeo, Nusa Tenggara Timur",2,53
347,53.17,"Kabupaten Sumba Tengah","Kabupaten Sumba Tengah, Nusa Tenggara Timur",2,53
348,53.18,"Kabupaten Sumba Barat Daya","Kabupaten Sumba Barat Daya, Nusa Tenggara Timur",2,53
349,53.19,"Kabupaten Manggarai Timur","Kabupaten Manggarai Timur, Nusa Tenggara Timur",2,53
350,53.20,"Kabupaten Sabu Raijua","Kabupaten Sabu Raijua, Nusa Tenggara Timur",2,53
351,53.21,"Kabupaten Malaka","Kabupaten Malaka, Nusa Tenggara Timur",2,53
352,53.71,"Kota Kupang","Kota Kupang, Nusa Tenggara Timur",3,53
353,61.01,"Kabupaten Sambas","Kabupaten Sambas, Kalimantan Barat",2,61
354,61.02,"Kabupaten Mempawah","Kabupaten Mempawah, Kalimantan Barat",2,61
355,61.03,"Kabupaten Sanggau","Kabupaten Sanggau, Kalimantan Barat",2,61
356,61.04,"Kabupaten Ketapang","Kabupaten Ketapang, Kalimantan Barat",2,61
357,61.05,"Kabupaten Sintang","Kabupaten Sintang, Kalimantan Barat",2,61
358,61.06,"Kabupaten Kapuas Hulu","Kabupaten Kapuas Hulu, Kalimantan Barat",2,61
359,61.07,"Kabupaten Bengkayang","Kabupaten Bengkayang, Kalimantan Barat",2,61
360,61.08,"Kabupaten Landak","Kabupaten Landak, Kalimantan Barat",2,61
361,61.09,"Kabupaten Sekadau","Kabupaten Sekadau, Kalimantan Barat",2,61
362,61.10,"Kabupaten Melawi","Kabupaten Melawi, Kalimantan Barat",2,61
363,61.11,"Kabupaten Kayong Utara","Kabupaten Kayong Utara, Kalimantan Barat",2,61
364,61.12,"Kabupaten Kubu Raya","Kabupaten Kubu Raya, Kalimantan Barat",2,61
365,61.71,"Kota Pontianak","Kota Pontianak, Kalimantan Barat",3,61
366,61.72,"Kota Singkawang","Kota Singkawang, Kalimantan Barat",3,61
367,62.01,"Kabupaten Kotawaringin Barat","Kabupaten Kotawaringin Barat, Kalimantan Tengah",2,62
368,62.02,"Kabupaten Kotawaringin Timur","Kabupaten Kotawaringin Timur, Kalimantan Tengah",2,62
369,62.03,"Kabupaten Kapuas","Kabupaten Kapuas, Kalimantan Tengah",2,62
370,62.04,"Kabupaten Barito Selatan","Kabupaten Barito Selatan, Kalimantan Tengah",2,62
371,62.05,"Kabupaten Barito Utara","Kabupaten Barito Utara, Kalimantan Tengah",2,62
372,62.06,"Kabupaten Katingan","Kabupaten Katingan, Kalimantan Tengah",2,62
373,62.07,"Kabupaten Seruyan","Kabupaten Seruyan, Kalimantan Tengah",2,62
374,62.08,"Kabupaten Sukamara","Kabupaten Sukamara, Kalimantan Tengah",2,62
375,62.09,"Kabupaten Lamandau","Kabupaten Lamandau, Kalimantan Tengah",2,62
376,62.10,"Kabupaten Gunung Mas","Kabupaten Gunung Mas, Kalimantan Tengah",2,62
377,62.11,"Kabupaten Pulang Pisau","Kabupaten Pulang Pisau, Kalimantan Tengah",2,62
378,62.12,"Kabupaten Murung Raya","Kabupaten Murung Raya, Kalimantan Tengah",2,62
379,62.13,"Kabupaten Barito Timur","Kabupaten Barito Timur, Kalimantan Tengah",2,62
380,62.71,"Kota Palangkaraya","Kota Palangkaraya, Kalimantan Tengah",3,62
381,63.01,"Kabupaten Tanah Laut","Kabupaten Tanah Laut, Kalimantan Selatan",2,63
382,63.02,"Kabupaten Kotabaru","Kabupaten Kotabaru, Kalimantan Selatan",2,63
383,63.03,"Kabupaten Banjar","Kabupaten Banjar, Kalimantan Selatan",2,63
384,63.04,"Kabupaten Barito Kuala","Kabupaten Barito Kuala, Kalimantan Selatan",2,63
385,63.05,"Kabupaten Tapin","Kabupaten Tapin, Kalimantan Selatan",2,63
386,63.06,"Kabupaten Hulu Sungai Selatan","Kabupaten Hulu Sungai Selatan, Kalimantan Selatan",2,63
387,63.07,"Kabupaten Hulu Sungai Tengah","Kabupaten Hulu Sungai Tengah, Kalimantan Selatan",2,63
388,63.08,"Kabupaten Hulu Sungai Utara","Kabupaten Hulu Sungai Utara, Kalimantan Selatan",2,63
389,63.09,"Kabupaten Tabalong","Kabupaten Tabalong, Kalimantan Selatan",2,63
390,63.10,"Kabupaten Tanah Bumbu","Kabupaten Tanah Bumbu, Kalimantan Selatan",2,63
391,63.11,"Kabupaten Balangan","Kabupaten Balangan, Kalimantan Selatan",2,63
392,63.71,"Kota Banjarmasin","Kota Banjarmasin, Kalimantan Selatan",3,63
393,63.72,"Kota Banjarbaru","Kota Banjarbaru, Kalimantan Selatan",3,63
394,64.01,"Kabupaten Paser","Kabupaten Paser, Kalimantan Timur",2,64
395,64.02,"Kabupaten Kutai Kartanegara","Kabupaten Kutai Kartanegara, Kalimantan Timur",2,64
396,64.03,"Kabupaten Berau","Kabupaten Berau, Kalimantan Timur",2,64
397,64.07,"Kabupaten Kutai Barat","Kabupaten Kutai Barat, Kalimantan Timur",2,64
398,64.08,"Kabupaten Kutai Timur","Kabupaten Kutai Timur, Kalimantan Timur",2,64
399,64.09,"Kabupaten Penajam Paser Utara","Kabupaten Penajam Paser Utara, Kalimantan Timur",2,64
400,64.11,"Kabupaten Mahakam Ulu","Kabupaten Mahakam Ulu, Kalimantan Timur",2,64
401,64.71,"Kota Balikpapan","Kota Balikpapan, Kalimantan Timur",3,64
402,64.72,"Kota Samarinda","Kota Samarinda, Kalimantan Timur",3,64
403,64.74,"Kota Bontang","Kota Bontang, Kalimantan Timur",3,64
404,65.01,"Kabupaten Bulungan","Kabupaten Bulungan, Kalimantan Utara",2,65
405,65.02,"Kabupaten Malinau","Kabupaten Malinau, Kalimantan Utara",2,65
406,65.03,"Kabupaten Nunukan","Kabupaten Nunukan, Kalimantan Utara",2,65
407,65.04,"Kabupaten Tana Tidung","Kabupaten Tana Tidung, Kalimantan Utara",2,65
408,65.71,"Kota Tarakan","Kota Tarakan, Kalimantan Utara",3,65
409,71.01,"Kabupaten Bolaang Mongondow","Kabupaten Bolaang Mongondow, Sulawesi Utara",2,71
410,71.02,"Kabupaten Minahasa","Kabupaten Minahasa, Sulawesi Utara",2,71
411,71.03,"Kabupaten Kepulauan Sangihe","Kabupaten Kepulauan Sangihe, Sulawesi Utara",2,71
412,71.04,"Kabupaten Kepulauan Talaud","Kabupaten Kepulauan Talaud, Sulawesi Utara",2,71
413,71.05,"Kabupaten Minahasa Selatan","Kabupaten Minahasa Selatan, Sulawesi Utara",2,71
414,71.06,"Kabupaten Minahasa Utara","Kabupaten Minahasa Utara, Sulawesi Utara",2,71
415,71.07,"Kabupaten Minahasa Tenggara","Kabupaten Minahasa Tenggara, Sulawesi Utara",2,71
416,71.08,"Kabupaten Bolaang Mongondow Utara","Kabupaten Bolaang Mongondow Utara, Sulawesi Utara",2,71
417,71.09,"Kabupaten Kep. Siau Tagulandang Biaro","Kabupaten Kep. Siau Tagulandang Biaro, Sulawesi Utara",2,71
418,71.10,"Kabupaten Bolaang Mongondow Timur","Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",2,71
419,71.11,"Kabupaten Bolaang Mongondow Selatan","Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara",2,71
420,71.71,"Kota Manado","Kota Manado, Sulawesi Utara",3,71
421,71.72,"Kota Bitung","Kota Bitung, Sulawesi Utara",3,71
422,71.73,"Kota Tomohon","Kota Tomohon, Sulawesi Utara",3,71
423,71.74,"Kota Kotamobagu","Kota Kotamobagu, Sulawesi Utara",3,71
424,72.01,"Kabupaten Banggai","Kabupaten Banggai, Sulawesi Tengah",2,72
425,72.02,"Kabupaten Poso","Kabupaten Poso, Sulawesi Tengah",2,72
426,72.03,"Kabupaten Donggala","Kabupaten Donggala, Sulawesi Tengah",2,72
427,72.04,"Kabupaten Toli-Toli","Kabupaten Toli-Toli, Sulawesi Tengah",2,72
428,72.05,"Kabupaten Buol","Kabupaten Buol, Sulawesi Tengah",2,72
429,72.06,"Kabupaten Morowali","Kabupaten Morowali, Sulawesi Tengah",2,72
430,72.07,"Kabupaten Banggai Kepulauan","Kabupaten Banggai Kepulauan, Sulawesi Tengah",2,72
431,72.08,"Kabupaten Parigi Moutong","Kabupaten Parigi Moutong, Sulawesi Tengah",2,72
432,72.09,"Kabupaten Tojo Una Una","Kabupaten Tojo Una Una, Sulawesi Tengah",2,72
433,72.10,"Kabupaten Sigi","Kabupaten Sigi, Sulawesi Tengah",2,72
434,72.11,"Kabupaten Banggai Laut","Kabupaten Banggai Laut, Sulawesi Tengah",2,72
435,72.12,"Kabupaten Morowali Utara","Kabupaten Morowali Utara, Sulawesi Tengah",2,72
436,72.71,"Kota Palu","Kota Palu, Sulawesi Tengah",3,72
437,73.01,"Kabupaten Kepulauan Selayar","Kabupaten Kepulauan Selayar, Sulawesi Selatan",2,73
438,73.02,"Kabupaten Bulukumba","Kabupaten Bulukumba, Sulawesi Selatan",2,73
439,73.03,"Kabupaten Bantaeng","Kabupaten Bantaeng, Sulawesi Selatan",2,73
440,73.04,"Kabupaten Jeneponto","Kabupaten Jeneponto, Sulawesi Selatan",2,73
441,73.05,"Kabupaten Takalar","Kabupaten Takalar, Sulawesi Selatan",2,73
442,73.06,"Kabupaten Gowa","Kabupaten Gowa, Sulawesi Selatan",2,73
443,73.07,"Kabupaten Sinjai","Kabupaten Sinjai, Sulawesi Selatan",2,73
444,73.08,"Kabupaten Bone","Kabupaten Bone, Sulawesi Selatan",2,73
445,73.09,"Kabupaten Maros","Kabupaten Maros, Sulawesi Selatan",2,73
446,73.10,"Kabupaten Pangkajene dan Kepulauan","Kabupaten Pangkajene dan Kepulauan, Sulawesi Selatan",2,73
447,73.11,"Kabupaten Barru","Kabupaten Barru, Sulawesi Selatan",2,73
448,73.12,"Kabupaten Soppeng","Kabupaten Soppeng, Sulawesi Selatan",2,73
449,73.13,"Kabupaten Wajo","Kabupaten Wajo, Sulawesi Selatan",2,73
450,73.14,"Kabupaten Sidenreng Rappang","Kabupaten Sidenreng Rappang, Sulawesi Selatan",2,73
451,73.15,"Kabupaten Pinrang","Kabupaten Pinrang, Sulawesi Selatan",2,73
452,73.16,"Kabupaten Enrekang","Kabupaten Enrekang, Sulawesi Selatan",2,73
453,73.17,"Kabupaten Luwu","Kabupaten Luwu, Sulawesi Selatan",2,73
454,73.18,"Kabupaten Tana Toraja","Kabupaten Tana Toraja, Sulawesi Selatan",2,73
455,73.22,"Kabupaten Luwu Utara","Kabupaten Luwu Utara, Sulawesi Selatan",2,73
456,73.24,"Kabupaten Luwu Timur","Kabupaten Luwu Timur, Sulawesi Selatan",2,73
457,73.26,"Kabupaten Toraja Utara","Kabupaten Toraja Utara, Sulawesi Selatan",2,73
458,73.71,"Kota Makassar","Kota Makassar, Sulawesi Selatan",3,73
459,73.72,"Kota Parepare","Kota Parepare, Sulawesi Selatan",3,73
460,73.73,"Kota Palopo","Kota Palopo, Sulawesi Selatan",3,73
461,74.01,"Kabupaten Kolaka","Kabupaten Kolaka, Sulawesi Tenggara",2,74
462,74.02,"Kabupaten Konawe","Kabupaten Konawe, Sulawesi Tenggara",2,74
463,74.03,"Kabupaten Muna","Kabupaten Muna, Sulawesi Tenggara",2,74
464,74.04,"Kabupaten Buton","Kabupaten Buton, Sulawesi Tenggara",2,74
465,74.05,"Kabupaten Konawe Selatan","Kabupaten Konawe Selatan, Sulawesi Tenggara",2,74
466,74.06,"Kabupaten Bombana","Kabupaten Bombana, Sulawesi Tenggara",2,74
467,74.07,"Kabupaten Wakatobi","Kabupaten Wakatobi, Sulawesi Tenggara",2,74
468,74.08,"Kabupaten Kolaka Utara","Kabupaten Kolaka Utara, Sulawesi Tenggara",2,74
469,74.09,"Kabupaten Konawe Utara","Kabupaten Konawe Utara, Sulawesi Tenggara",2,74
470,74.10,"Kabupaten Buton Utara","Kabupaten Buton Utara, Sulawesi Tenggara",2,74
471,74.11,"Kabupaten Kolaka Timur","Kabupaten Kolaka Timur, Sulawesi Tenggara",2,74
472,74.12,"Kabupaten Konawe Kepulauan","Kabupaten Konawe Kepulauan, Sulawesi Tenggara",2,74
473,74.13,"Kabupaten Muna Barat","Kabupaten Muna Barat, Sulawesi Tenggara",2,74
474,74.14,"Kabupaten Buton Tengah","Kabupaten Buton Tengah, Sulawesi Tenggara",2,74
475,74.15,"Kabupaten Buton Selatan","Kabupaten Buton Selatan, Sulawesi Tenggara",2,74
476,74.71,"Kota Kendari","Kota Kendari, Sulawesi Tenggara",3,74
477,74.72,"Kota Bau Bau","Kota Bau Bau, Sulawesi Tenggara",3,74
478,75.01,"Kabupaten Gorontalo","Kabupaten Gorontalo, Gorontalo",2,75
479,75.02,"Kabupaten Boalemo","Kabupaten Boalemo, Gorontalo",2,75
480,75.03,"Kabupaten Bone Bolango","Kabupaten Bone Bolango, Gorontalo",2,75
481,75.04,"Kabupaten Pohuwato","Kabupaten Pohuwato, Gorontalo",2,75
482,75.05,"Kabupaten Gorontalo Utara","Kabupaten Gorontalo Utara, Gorontalo",2,75
483,75.71,"Kota Gorontalo","Kota Gorontalo, Gorontalo",3,75
484,76.01,"Kabupaten Pasangkayu","Kabupaten Pasangkayu, Sulawesi Barat",2,76
485,76.02,"Kabupaten Mamuju","Kabupaten Mamuju, Sulawesi Barat",2,76
486,76.03,"Kabupaten Mamasa","Kabupaten Mamasa, Sulawesi Barat",2,76
487,76.04,"Kabupaten Polewali Mandar","Kabupaten Polewali Mandar, Sulawesi Barat",2,76
488,76.05,"Kabupaten Majene","Kabupaten Majene, Sulawesi Barat",2,76
489,76.06,"Kabupaten Mamuju Tengah","Kabupaten Mamuju Tengah, Sulawesi Barat",2,76
490,81.01,"Kabupaten Maluku Tengah","Kabupaten Maluku Tengah, Maluku",2,81
491,81.02,"Kabupaten Maluku Tenggara","Kabupaten Maluku Tenggara, Maluku",2,81
492,81.03,"Kabupaten Kepulauan Tanimbar","Kabupaten Kepulauan Tanimbar, Maluku",2,81
493,81.04,"Kabupaten Buru","Kabupaten Buru, Maluku",2,81
494,81.05,"Kabupaten Seram Bagian Timur","Kabupaten Seram Bagian Timur, Maluku",2,81
495,81.06,"Kabupaten Seram Bagian Barat","Kabupaten Seram Bagian Barat, Maluku",2,81
496,81.07,"Kabupaten Kepulauan Aru","Kabupaten Kepulauan Aru, Maluku",2,81
497,81.08,"Kabupaten Maluku Barat Daya","Kabupaten Maluku Barat Daya, Maluku",2,81
498,81.09,"Kabupaten Buru Selatan","Kabupaten Buru Selatan, Maluku",2,81
499,81.71,"Kota Ambon","Kota Ambon, Maluku",3,81
500,81.72,"Kota Tual","Kota Tual, Maluku",3,81
501,82.01,"Kabupaten Halmahera Barat","Kabupaten Halmahera Barat, Maluku Utara",2,82
502,82.02,"Kabupaten Halmahera Tengah","Kabupaten Halmahera Tengah, Maluku Utara",2,82
503,82.03,"Kabupaten Halmahera Utara","Kabupaten Halmahera Utara, Maluku Utara",2,82
504,82.04,"Kabupaten Halmahera Selatan","Kabupaten Halmahera Selatan, Maluku Utara",2,82
505,82.05,"Kabupaten Kepulauan Sula","Kabupaten Kepulauan Sula, Maluku Utara",2,82
506,82.06,"Kabupaten Halmahera Timur","Kabupaten Halmahera Timur, Maluku Utara",2,82
507,82.07,"Kabupaten Pulau Morotai","Kabupaten Pulau Morotai, Maluku Utara",2,82
508,82.08,"Kabupaten Pulau Taliabu","Kabupaten Pulau Taliabu, Maluku Utara",2,82
509,82.71,"Kota Ternate","Kota Ternate, Maluku Utara",3,82
510,82.72,"Kota Tidore Kepulauan","Kota Tidore Kepulauan, Maluku Utara",3,82
511,91.03,"Kabupaten Jayapura","Kabupaten Jayapura, Papua",2,91
512,91.05,"Kabupaten Kepulauan Yapen","Kabupaten Kepulauan Yapen, Papua",2,91
513,91.06,"Kabupaten Biak Numfor","Kabupaten Biak Numfor, Papua",2,91
514,91.10,"Kabupaten Sarmi","Kabupaten Sarmi, Papua",2,91
515,91.11,"Kabupaten Keerom","Kabupaten Keerom, Papua",2,91
516,91.15,"Kabupaten Waropen","Kabupaten Waropen, Papua",2,91
517,91.19,"Kabupaten Supiori","Kabupaten Supiori, Papua",2,91
518,91.20,"Kabupaten Mamberamo Raya","Kabupaten Mamberamo Raya, Papua",2,91
519,91.71,"Kota Jayapura","Kota Jayapura, Papua",3,91
520,92.02,"Kabupaten Manokwari","Kabupaten Manokwari, Papua Barat",2,92
521,92.03,"Kabupaten Fak Fak","Kabupaten Fak Fak, Papua Barat",2,92
522,92.06,"Kabupaten Teluk Bintuni","Kabupaten Teluk Bintuni, Papua Barat",2,92
523,92.07,"Kabupaten Teluk Wondama","Kabupaten Teluk Wondama, Papua Barat",2,92
524,92.08,"Kabupaten Kaimana","Kabupaten Kaimana, Papua Barat",2,92
525,92.11,"Kabupaten Manokwari Selatan","Kabupaten Manokwari Selatan, Papua Barat",2,92
526,92.12,"Kabupaten Pegunungan Arfak","Kabupaten Pegunungan Arfak, Papua Barat",2,92
527,93.01,"Kabupaten Merauke","Kabupaten Merauke, Papua Selatan",2,93
528,93.02,"Kabupaten Boven Digoel","Kabupaten Boven Digoel, Papua Selatan",2,93
529,93.03,"Kabupaten Mappi","Kabupaten Mappi, Papua Selatan",2,93
530,93.04,"Kabupaten Asmat","Kabupaten Asmat, Papua Selatan",2,93
531,94.01,"Kabupaten Nabire","Kabupaten Nabire, Papua Tengah",2,94
532,94.02,"Kabupaten Puncak Jaya","Kabupaten Puncak Jaya, Papua Tengah",2,94
533,94.03,"Kabupaten Paniai","Kabupaten Paniai, Papua Tengah",2,94
534,94.04,"Kabupaten Mimika","Kabupaten Mimika, Papua Tengah",2,94
535,94.05,"Kabupaten Puncak","Kabupaten Puncak, Papua Tengah",2,94
536,94.06,"Kabupaten Dogiyai","Kabupaten Dogiyai, Papua Tengah",2,94
537,94.07,"Kabupaten Intan Jaya","Kabupaten Intan Jaya, Papua Tengah",2,94
538,94.08,"Kabupaten Deiyai","Kabupaten Deiyai, Papua Tengah",2,94
539,95.01,"Kabupaten Jayawijaya","Kabupaten Jayawijaya, Papua Pegunungan",2,95
540,95.02,"Kabupaten Pegunungan Bintang","Kabupaten Pegunungan Bintang, Papua Pegunungan",2,95
541,95.03,"Kabupaten Yahukimo","Kabupaten Yahukimo, Papua Pegunungan",2,95
542,95.04,"Kabupaten Tolikara","Kabupaten Tolikara, Papua Pegunungan",2,95
543,95.05,"Kabupaten Mamberamo Tengah","Kabupaten Mamberamo Tengah, Papua Pegunungan",2,95
544,95.06,"Kabupaten Yalimo","Kabupaten Yalimo, Papua Pegunungan",2,95
545,95.07,"Kabupaten Lanny Jaya","Kabupaten Lanny Jaya, Papua Pegunungan",2,95
546,95.08,"Kabupaten Nduga","Kabupaten Nduga, Papua Pegunungan",2,95
547,96.01,"Kabupaten Sorong","Kabupaten Sorong, Papua Barat Daya",2,96
548,96.02,"Kabupaten Sorong Selatan","Kabupaten Sorong Selatan, Papua Barat Daya",2,96
549,96.03,"Kabupaten Raja Ampat","Kabupaten Raja Ampat, Papua Barat Daya",2,96
550,96.04,"Kabupaten Tambrauw","Kabupaten Tambrauw, Papua Barat Daya",2,96
551,96.05,"Kabupaten Maybrat","Kabupaten Maybrat, Papua Barat Daya",2,96
552,96.71,"Kota Sorong","Kota Sorong, Papua Barat Daya",3,96
553,11.01.01,Bakongan,"Bakongan, Kabupaten Aceh Selatan, Aceh",4,11.01
554,11.01.02,"Kluet Utara","Kluet Utara, Kabupaten Aceh Selatan, Aceh",4,11.01
555,11.01.03,"Kluet Selatan","Kluet Selatan, Kabupaten Aceh Selatan, Aceh",4,11.01
556,11.01.04,Labuhanhaji,"Labuhanhaji, Kabupaten Aceh Selatan, Aceh",4,11.01
557,11.01.05,Meukek,"Meukek, Kabupaten Aceh Selatan, Aceh",4,11.01
558,11.01.06,Samadua,"Samadua, Kabupaten Aceh Selatan, Aceh",4,11.01
559,11.01.07,Sawang,"Sawang, Kabupaten Aceh Selatan, Aceh",4,11.01
560,11.01.08,Tapaktuan,"Tapaktuan, Kabupaten Aceh Selatan, Aceh",4,11.01
561,11.01.09,Trumon,"Trumon, Kabupaten Aceh Selatan, Aceh",4,11.01
562,11.01.10,"Pasie Raja","Pasie Raja, Kabupaten Aceh Selatan, Aceh",4,11.01
563,11.01.11,"Labuhanhaji Timur","Labuhanhaji Timur, Kabupaten Aceh Selatan, Aceh",4,11.01
564,11.01.12,"Labuhanhaji Barat","Labuhanhaji Barat, Kabupaten Aceh Selatan, Aceh",4,11.01
565,11.01.13,"Kluet Tengah","Kluet Tengah, Kabupaten Aceh Selatan, Aceh",4,11.01
566,11.01.14,"Kluet Timur","Kluet Timur, Kabupaten Aceh Selatan, Aceh",4,11.01
567,11.01.15,"Bakongan Timur","Bakongan Timur, Kabupaten Aceh Selatan, Aceh",4,11.01
568,11.01.16,"Trumon Timur","Trumon Timur, Kabupaten Aceh Selatan, Aceh",4,11.01
569,11.01.17,"Kota Bahagia","Kota Bahagia, Kabupaten Aceh Selatan, Aceh",4,11.01
570,11.01.18,"Trumon Tengah","Trumon Tengah, Kabupaten Aceh Selatan, Aceh",4,11.01
571,11.02.01,"Lawe Alas","Lawe Alas, Kabupaten Aceh Tenggara, Aceh",4,11.02
572,11.02.02,"Lawe Sigala-Gala","Lawe Sigala-Gala, Kabupaten Aceh Tenggara, Aceh",4,11.02
573,11.02.03,Bambel,"Bambel, Kabupaten Aceh Tenggara, Aceh",4,11.02
574,11.02.04,Babussalam,"Babussalam, Kabupaten Aceh Tenggara, Aceh",4,11.02
575,11.02.05,Badar,"Badar, Kabupaten Aceh Tenggara, Aceh",4,11.02
576,11.02.06,"Babul Makmur","Babul Makmur, Kabupaten Aceh Tenggara, Aceh",4,11.02
577,11.02.07,"Darul Hasanah","Darul Hasanah, Kabupaten Aceh Tenggara, Aceh",4,11.02
578,11.02.08,"Lawe Bulan","Lawe Bulan, Kabupaten Aceh Tenggara, Aceh",4,11.02
579,11.02.09,"Bukit Tusam","Bukit Tusam, Kabupaten Aceh Tenggara, Aceh",4,11.02
580,11.02.10,Semadam,"Semadam, Kabupaten Aceh Tenggara, Aceh",4,11.02
581,11.02.11,"Babul Rahmah","Babul Rahmah, Kabupaten Aceh Tenggara, Aceh",4,11.02
582,11.02.12,Ketambe,"Ketambe, Kabupaten Aceh Tenggara, Aceh",4,11.02
583,11.02.13,"Deleng Pokhkisen","Deleng Pokhkisen, Kabupaten Aceh Tenggara, Aceh",4,11.02
584,11.02.14,"Lawe Sumur","Lawe Sumur, Kabupaten Aceh Tenggara, Aceh",4,11.02
585,11.02.15,"Tanoh Alas","Tanoh Alas, Kabupaten Aceh Tenggara, Aceh",4,11.02
586,11.02.16,Leuser,"Leuser, Kabupaten Aceh Tenggara, Aceh",4,11.02
587,11.03.01,"Darul Aman","Darul Aman, Kabupaten Aceh Timur, Aceh",4,11.03
588,11.03.02,Julok,"Julok, Kabupaten Aceh Timur, Aceh",4,11.03
589,11.03.03,"Idi Rayeuk","Idi Rayeuk, Kabupaten Aceh Timur, Aceh",4,11.03
590,11.03.04,"Birem Bayeun","Birem Bayeun, Kabupaten Aceh Timur, Aceh",4,11.03
591,11.03.05,Serbajadi,"Serbajadi, Kabupaten Aceh Timur, Aceh",4,11.03
592,11.03.06,Nurussalam,"Nurussalam, Kabupaten Aceh Timur, Aceh",4,11.03
593,11.03.07,Peureulak,"Peureulak, Kabupaten Aceh Timur, Aceh",4,11.03
594,11.03.08,"Rantau Selamat","Rantau Selamat, Kabupaten Aceh Timur, Aceh",4,11.03
595,11.03.09,"Simpang Ulim","Simpang Ulim, Kabupaten Aceh Timur, Aceh",4,11.03
596,11.03.10,"Ranto Peureulak","Ranto Peureulak, Kabupaten Aceh Timur, Aceh",4,11.03
597,11.03.11,"Pante Bidari","Pante Bidari, Kabupaten Aceh Timur, Aceh",4,11.03
598,11.03.12,Madat,"Madat, Kabupaten Aceh Timur, Aceh",4,11.03
599,11.03.13,"Indra Makmu","Indra Makmu, Kabupaten Aceh Timur, Aceh",4,11.03
600,11.03.14,"Idi Tunong","Idi Tunong, Kabupaten Aceh Timur, Aceh",4,11.03
601,11.03.15,"Banda Alam","Banda Alam, Kabupaten Aceh Timur, Aceh",4,11.03
602,11.03.16,Peudawa,"Peudawa, Kabupaten Aceh Timur, Aceh",4,11.03
603,11.03.17,"Peureulak Timur","Peureulak Timur, Kabupaten Aceh Timur, Aceh",4,11.03
604,11.03.18,"Peureulak Barat","Peureulak Barat, Kabupaten Aceh Timur, Aceh",4,11.03
605,11.03.19,"Sungai Raya","Sungai Raya, Kabupaten Aceh Timur, Aceh",4,11.03
606,11.03.20,"Simpang Jernih","Simpang Jernih, Kabupaten Aceh Timur, Aceh",4,11.03
607,11.03.21,"Darul Ihsan","Darul Ihsan, Kabupaten Aceh Timur, Aceh",4,11.03
608,11.03.22,"Darul Falah","Darul Falah, Kabupaten Aceh Timur, Aceh",4,11.03
609,11.03.23,"Idi Timur","Idi Timur, Kabupaten Aceh Timur, Aceh",4,11.03
610,11.03.24,Peunaron,"Peunaron, Kabupaten Aceh Timur, Aceh",4,11.03
611,11.04.01,Linge,"Linge, Kabupaten Aceh Tengah, Aceh",4,11.04
612,11.04.02,"Silih Nara","Silih Nara, Kabupaten Aceh Tengah, Aceh",4,11.04
613,11.04.03,Bebesen,"Bebesen, Kabupaten Aceh Tengah, Aceh",4,11.04
614,11.04.07,Pegasing,"Pegasing, Kabupaten Aceh Tengah, Aceh",4,11.04
615,11.04.08,Bintang,"Bintang, Kabupaten Aceh Tengah, Aceh",4,11.04
616,11.04.10,Ketol,"Ketol, Kabupaten Aceh Tengah, Aceh",4,11.04
617,11.04.11,Kebayakan,"Kebayakan, Kabupaten Aceh Tengah, Aceh",4,11.04
